day/month;Time;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Precip.;Precip Accum;Condition
02.Aug;4:20 PM;90;66;46%;NE;20 mph ;0 mph ;29,6;0;0;Fair
02.Aug;4:50 PM;90;66;46%;NE;16 mph ;0 mph ;29,6;0;0;Fair
02.Aug;5:20 PM;90;66;46%;NE;18 mph ;0 mph ;29,5;0;0;Fair
02.Aug;5:50 PM;88;66;49%;NE;18 mph ;0 mph ;29,5;0;0;Fair
02.Aug;6:20 PM;86;64;48%;NE;18 mph ;0 mph ;29,5;0;0;Fair
02.Aug;6:50 PM;86;66;51%;NE;17 mph ;0 mph ;29,5;0;0;Fair
02.Aug;7:20 PM;84;68;58%;NE;18 mph ;0 mph ;29,5;0;0;Fair
02.Aug;7:50 PM;84;66;55%;NE;18 mph ;0 mph ;29,5;0;0;Fair
02.Aug;8:20 PM;82;66;58%;NNE;15 mph ;0 mph ;29,6;0;0;Fair
02.Aug;8:50 PM;82;66;58%;NNE;17 mph ;0 mph ;29,6;0;0;Fair
02.Aug;9:20 PM;82;64;54%;N;12 mph ;0 mph ;29,6;0;0;Fair
02.Aug;9:50 PM;82;64;54%;N;8 mph ;0 mph ;29,6;0;0;Fair
02.Aug;10:20 PM;82;64;54%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
02.Aug;10:50 PM;82;66;58%;NNE;12 mph ;0 mph ;29,6;0;0;Fair
02.Aug;11:20 PM;82;66;58%;N;12 mph ;0 mph ;29,6;0;0;Fair
02.Aug;11:50 PM;82;66;58%;N;15 mph ;0 mph ;29,6;0;0;Fair
03.Aug;12:20 AM;82;64;54%;NNE;13 mph ;0 mph ;29,6;0;0;Fair
03.Aug;12:50 AM;82;64;54%;N;15 mph ;0 mph ;29,6;0;0;Partly Cloudy
03.Aug;1:20 AM;82;66;58%;N;13 mph ;0 mph ;29,6;0;0;Partly Cloudy
03.Aug;1:50 AM;81;66;61%;N;13 mph ;0 mph ;29,6;0;0;Fair
03.Aug;2:20 AM;81;66;61%;N;13 mph ;0 mph ;29,6;0;0;Fair
03.Aug;2:50 AM;81;66;61%;N;9 mph ;0 mph ;29,6;0;0;Fair
03.Aug;3:20 AM;81;66;61%;N;13 mph ;0 mph ;29,5;0;0;Fair
03.Aug;3:50 AM;81;64;58%;N;13 mph ;0 mph ;29,5;0;0;Fair
03.Aug;4:20 AM;81;64;58%;N;12 mph ;0 mph ;29,5;0;0;Fair
03.Aug;4:50 AM;79;61;54%;N;12 mph ;0 mph ;29,5;0;0;Fair
03.Aug;5:20 AM;81;61;51%;N;13 mph ;0 mph ;29,5;0;0;Fair
03.Aug;5:50 AM;79;61;54%;N;14 mph ;0 mph ;29,5;0;0;Fair
03.Aug;6:20 AM;79;61;54%;N;14 mph ;0 mph ;29,5;0;0;Fair
03.Aug;6:50 AM;79;59;51%;N;14 mph ;0 mph ;29,5;0;0;Fair
03.Aug;7:20 AM;81;59;48%;N;17 mph ;0 mph ;29,5;0;0;Fair
03.Aug;7:50 AM;81;59;48%;N;18 mph ;32 mph ;29,5;0;0;Fair
03.Aug;8:20 AM;82;57;42%;N;20 mph ;32 mph ;29,5;0;0;Fair
03.Aug;8:50 AM;84;57;40%;N;17 mph ;0 mph ;29,5;0;0;Fair
03.Aug;9:20 AM;84;57;40%;N;20 mph ;0 mph ;29,6;0;0;Fair
03.Aug;9:50 AM;86;57;37%;N;21 mph ;0 mph ;29,6;0;0;Fair / Windy
03.Aug;10:20 AM;86;57;37%;N;21 mph ;0 mph ;29,6;0;0;Fair / Windy
03.Aug;10:50 AM;86;55;35%;N;21 mph ;32 mph ;29,6;0;0;Fair / Windy
03.Aug;11:20 AM;86;57;37%;N;20 mph ;0 mph ;29,6;0;0;Fair
03.Aug;11:50 AM;86;59;40%;N;24 mph ;36 mph ;29,6;0;0;Fair / Windy
03.Aug;12:20 PM;88;57;35%;NNE;24 mph ;0 mph ;29,6;0;0;Fair / Windy
03.Aug;12:50 PM;88;55;33%;NNE;23 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;1:20 PM;88;57;35%;NNE;23 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;1:50 PM;90;59;36%;NNE;25 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;2:20 PM;88;59;38%;NNE;28 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;2:50 PM;90;55;31%;NNE;28 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;3:20 PM;90;54;29%;NE;30 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;3:50 PM;90;54;29%;NE;28 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;4:20 PM;90;54;29%;NE;29 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;4:50 PM;88;52;29%;NE;24 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;5:20 PM;88;54;31%;NE;24 mph ;39 mph ;29,5;0;0;Fair / Windy
03.Aug;5:50 PM;86;55;35%;NNE;23 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;6:20 PM;86;54;33%;NNE;21 mph ;0 mph ;29,5;0;0;Fair / Windy
03.Aug;6:50 PM;86;54;33%;N;16 mph ;0 mph ;29,5;0;0;Fair
03.Aug;7:20 PM;84;54;35%;N;14 mph ;0 mph ;29,5;0;0;Fair
03.Aug;7:50 PM;84;54;35%;N;12 mph ;0 mph ;29,5;0;0;Fair
03.Aug;8:20 PM;84;54;35%;N;13 mph ;0 mph ;29,5;0;0;Fair
03.Aug;8:50 PM;84;54;35%;NNW;12 mph ;24 mph ;29,5;0;0;Fair
03.Aug;9:20 PM;84;54;35%;NNW;13 mph ;0 mph ;29,5;0;0;Fair
03.Aug;9:50 PM;84;54;35%;NNW;10 mph ;0 mph ;29,5;0;0;Fair
03.Aug;10:20 PM;84;54;35%;NNW;12 mph ;0 mph ;29,5;0;0;Fair
03.Aug;10:50 PM;82;55;39%;N;12 mph ;0 mph ;29,5;0;0;Fair
03.Aug;11:20 PM;81;57;45%;N;12 mph ;0 mph ;29,5;0;0;Fair
03.Aug;11:50 PM;81;59;48%;N;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;12:20 AM;81;59;48%;N;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;12:50 AM;81;59;48%;N;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;1:20 AM;81;61;51%;N;9 mph ;0 mph ;29,5;0;0;Fair
04.Aug;1:50 AM;79;61;54%;N;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;2:20 AM;81;61;51%;N;14 mph ;0 mph ;29,5;0;0;Fair
04.Aug;2:50 AM;79;63;57%;N;14 mph ;0 mph ;29,5;0;0;Fair
04.Aug;3:20 AM;79;63;57%;N;14 mph ;0 mph ;29,5;0;0;Fair
04.Aug;3:50 AM;79;64;61%;N;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;4:20 AM;79;64;61%;N;9 mph ;0 mph ;29,5;0;0;Fair
04.Aug;4:50 AM;77;64;65%;N;10 mph ;0 mph ;29,5;0;0;Fair
04.Aug;5:20 AM;79;63;57%;N;10 mph ;0 mph ;29,5;0;0;Fair
04.Aug;5:50 AM;79;59;51%;N;9 mph ;0 mph ;29,5;0;0;Fair
04.Aug;6:20 AM;79;59;51%;NNW;8 mph ;20 mph ;29,5;0;0;Fair
04.Aug;6:50 AM;79;55;44%;NNW;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;7:20 AM;81;55;42%;NNW;15 mph ;0 mph ;29,5;0;0;Fair
04.Aug;7:50 AM;81;55;42%;N;14 mph ;0 mph ;29,5;0;0;Fair
04.Aug;8:20 AM;82;54;37%;N;14 mph ;0 mph ;29,5;0;0;Fair
04.Aug;8:50 AM;82;54;37%;N;18 mph ;0 mph ;29,5;0;0;Fair
04.Aug;9:20 AM;82;57;42%;N;21 mph ;0 mph ;29,5;0;0;Fair / Windy
04.Aug;9:50 AM;84;57;40%;N;21 mph ;37 mph ;29,5;0;0;Fair / Windy
04.Aug;10:20 AM;84;55;37%;N;20 mph ;32 mph ;29,5;0;0;Fair
04.Aug;10:50 AM;86;55;35%;N;23 mph ;35 mph ;29,5;0;0;Fair / Windy
04.Aug;11:20 AM;86;57;37%;N;23 mph ;0 mph ;29,5;0;0;Fair / Windy
04.Aug;11:50 AM;86;54;33%;N;23 mph ;35 mph ;29,5;0;0;Fair / Windy
04.Aug;12:20 PM;88;54;31%;NNE;22 mph ;35 mph ;29,5;0;0;Fair / Windy
04.Aug;12:50 PM;88;55;33%;NNE;20 mph ;0 mph ;29,5;0;0;Fair
04.Aug;1:20 PM;88;55;33%;N;22 mph ;33 mph ;29,5;0;0;Fair / Windy
04.Aug;1:50 PM;88;54;31%;N;22 mph ;35 mph ;29,5;0;0;Fair / Windy
04.Aug;2:20 PM;88;55;33%;N;20 mph ;0 mph ;29,5;0;0;Fair
04.Aug;2:50 PM;90;55;31%;NNE;29 mph ;0 mph ;29,5;0;0;Fair / Windy
04.Aug;3:20 PM;90;54;29%;NNE;30 mph ;0 mph ;29,5;0;0;Fair / Windy
04.Aug;3:50 PM;88;54;31%;NNE;28 mph ;40 mph ;29,5;0;0;Fair / Windy
04.Aug;4:20 PM;88;54;31%;NNE;25 mph ;0 mph ;29,5;0;0;Fair / Windy
04.Aug;4:50 PM;88;55;33%;NNE;26 mph ;0 mph ;29,5;0;0;Fair / Windy
04.Aug;5:20 PM;88;57;35%;NE;30 mph ;0 mph ;29,5;0;0;Fair / Windy
04.Aug;5:50 PM;86;57;37%;NNE;20 mph ;0 mph ;29,5;0;0;Fair
04.Aug;6:20 PM;86;59;40%;N;16 mph ;0 mph ;29,5;0;0;Fair
04.Aug;6:50 PM;86;59;40%;N;17 mph ;0 mph ;29,5;0;0;Fair
04.Aug;7:20 PM;84;59;42%;N;17 mph ;0 mph ;29,5;0;0;Fair
04.Aug;7:50 PM;84;57;40%;N;14 mph ;0 mph ;29,5;0;0;Fair
04.Aug;8:20 PM;84;57;40%;N;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;8:50 PM;84;57;40%;NNW;13 mph ;0 mph ;29,5;0;0;Fair
04.Aug;9:20 PM;84;55;37%;NNW;10 mph ;0 mph ;29,5;0;0;Fair
04.Aug;9:50 PM;84;54;35%;NNW;12 mph ;0 mph ;29,5;0;0;Fair
04.Aug;10:20 PM;82;55;39%;NNW;10 mph ;0 mph ;29,6;0;0;Fair
04.Aug;10:50 PM;82;57;42%;N;12 mph ;0 mph ;29,6;0;0;Fair
04.Aug;11:20 PM;81;57;45%;NNW;9 mph ;0 mph ;29,6;0;0;Fair
04.Aug;11:50 PM;81;57;45%;N;10 mph ;0 mph ;29,6;0;0;Fair
05.Aug;12:20 AM;81;57;45%;N;10 mph ;0 mph ;29,6;0;0;Fair
05.Aug;12:50 AM;81;57;45%;N;15 mph ;0 mph ;29,6;0;0;Fair
05.Aug;1:20 AM;81;57;45%;N;16 mph ;0 mph ;29,6;0;0;Fair
05.Aug;1:50 AM;81;59;48%;N;15 mph ;0 mph ;29,6;0;0;Fair
05.Aug;2:20 AM;81;59;48%;N;12 mph ;0 mph ;29,6;0;0;Fair
05.Aug;2:50 AM;79;59;51%;N;13 mph ;0 mph ;29,5;0;0;Fair
05.Aug;3:20 AM;79;57;47%;NNW;6 mph ;0 mph ;29,5;0;0;Fair
05.Aug;3:50 AM;79;57;47%;N;7 mph ;0 mph ;29,5;0;0;Fair
05.Aug;4:20 AM;79;55;44%;N;10 mph ;0 mph ;29,5;0;0;Fair
05.Aug;4:50 AM;77;55;47%;N;14 mph ;0 mph ;29,5;0;0;Fair
05.Aug;5:20 AM;77;55;47%;N;14 mph ;0 mph ;29,5;0;0;Fair
05.Aug;5:50 AM;77;55;47%;N;16 mph ;0 mph ;29,5;0;0;Fair
05.Aug;6:20 AM;77;55;47%;N;16 mph ;0 mph ;29,5;0;0;Fair
05.Aug;6:50 AM;77;55;47%;N;9 mph ;0 mph ;29,5;0;0;Fair
05.Aug;7:20 AM;79;55;44%;N;10 mph ;0 mph ;29,5;0;0;Fair
05.Aug;7:50 AM;79;57;47%;N;13 mph ;0 mph ;29,5;0;0;Fair
05.Aug;8:20 AM;81;57;45%;N;15 mph ;26 mph ;29,6;0;0;Fair
05.Aug;8:50 AM;82;57;42%;N;16 mph ;0 mph ;29,6;0;0;Fair
05.Aug;9:20 AM;82;57;42%;N;20 mph ;0 mph ;29,6;0;0;Fair
05.Aug;9:50 AM;82;57;42%;N;20 mph ;0 mph ;29,6;0;0;Fair
05.Aug;10:20 AM;84;57;40%;N;21 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;10:50 AM;84;57;40%;N;20 mph ;31 mph ;29,6;0;0;Fair
05.Aug;11:20 AM;86;57;37%;NNE;24 mph ;36 mph ;29,6;0;0;Fair / Windy
05.Aug;11:50 AM;86;57;37%;NNE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;12:20 PM;86;57;37%;NNE;26 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;12:50 PM;88;55;33%;NNE;24 mph ;37 mph ;29,6;0;0;Fair / Windy
05.Aug;1:20 PM;88;54;31%;NNE;22 mph ;35 mph ;29,6;0;0;Fair / Windy
05.Aug;1:50 PM;88;55;33%;NNE;24 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;2:20 PM;88;57;35%;N;21 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;2:50 PM;88;57;35%;NNE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;3:20 PM;88;57;35%;NNE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;3:50 PM;88;57;35%;NNE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;4:20 PM;88;57;35%;NE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;4:50 PM;88;57;35%;NE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;5:20 PM;88;54;31%;NE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
05.Aug;5:50 PM;86;55;35%;NNE;20 mph ;0 mph ;29,6;0;0;Fair
05.Aug;6:20 PM;86;55;35%;NNE;18 mph ;0 mph ;29,6;0;0;Fair
05.Aug;6:50 PM;86;55;35%;N;17 mph ;0 mph ;29,6;0;0;Fair
05.Aug;7:20 PM;84;54;35%;NNE;18 mph ;0 mph ;29,6;0;0;Fair
05.Aug;7:50 PM;84;55;37%;NNE;15 mph ;0 mph ;29,6;0;0;Fair
05.Aug;8:20 PM;82;55;39%;N;13 mph ;0 mph ;29,6;0;0;Fair
05.Aug;8:50 PM;82;54;37%;N;7 mph ;0 mph ;29,6;0;0;Fair
05.Aug;9:20 PM;82;54;37%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
05.Aug;9:50 PM;82;52;35%;NW;6 mph ;0 mph ;29,6;0;0;Fair
05.Aug;10:20 PM;81;52;37%;NW;8 mph ;0 mph ;29,6;0;0;Fair
05.Aug;10:50 PM;81;54;39%;N;5 mph ;0 mph ;29,6;0;0;Fair
05.Aug;11:20 PM;81;54;39%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
05.Aug;11:50 PM;79;54;42%;N;8 mph ;0 mph ;29,6;0;0;Fair
06.Aug;12:20 AM;81;54;39%;N;8 mph ;0 mph ;29,6;0;0;Fair
06.Aug;12:50 AM;79;54;42%;N;8 mph ;0 mph ;29,6;0;0;Fair
06.Aug;1:20 AM;81;54;39%;N;7 mph ;0 mph ;29,6;0;0;Fair
06.Aug;1:50 AM;81;54;39%;N;9 mph ;0 mph ;29,6;0;0;Fair
06.Aug;2:20 AM;81;52;37%;N;12 mph ;0 mph ;29,6;0;0;Fair
06.Aug;2:50 AM;81;52;37%;N;12 mph ;0 mph ;29,6;0;0;Fair
06.Aug;3:20 AM;81;54;39%;N;12 mph ;0 mph ;29,6;0;0;Fair
06.Aug;3:50 AM;81;54;39%;N;13 mph ;0 mph ;29,6;0;0;Fair
06.Aug;4:20 AM;81;54;39%;N;10 mph ;0 mph ;29,6;0;0;Fair
06.Aug;4:50 AM;79;52;39%;NNE;9 mph ;0 mph ;29,6;0;0;Fair
06.Aug;5:20 AM;79;54;42%;N;9 mph ;0 mph ;29,6;0;0;Fair
06.Aug;5:50 AM;77;52;41%;N;9 mph ;0 mph ;29,6;0;0;Fair
06.Aug;6:20 AM;77;54;44%;N;9 mph ;0 mph ;29,6;0;0;Fair
06.Aug;6:50 AM;81;52;37%;N;10 mph ;0 mph ;29,6;0;0;Fair
06.Aug;7:20 AM;81;52;37%;N;12 mph ;0 mph ;29,6;0;0;Fair
06.Aug;7:50 AM;82;54;37%;N;12 mph ;0 mph ;29,6;0;0;Fair
06.Aug;8:20 AM;82;54;37%;N;14 mph ;0 mph ;29,6;0;0;Fair
06.Aug;8:50 AM;84;54;35%;N;12 mph ;0 mph ;29,6;0;0;Fair
06.Aug;9:20 AM;86;52;31%;NNW;15 mph ;0 mph ;29,6;0;0;Fair
06.Aug;9:50 AM;86;52;31%;NNW;14 mph ;0 mph ;29,6;0;0;Fair
06.Aug;10:20 AM;88;54;31%;N;15 mph ;0 mph ;29,6;0;0;Fair
06.Aug;10:50 AM;88;52;29%;N;14 mph ;0 mph ;29,6;0;0;Fair
06.Aug;11:20 AM;90;52;27%;N;17 mph ;0 mph ;29,6;0;0;Fair
06.Aug;11:50 AM;90;52;27%;N;16 mph ;0 mph ;29,6;0;0;Fair
06.Aug;12:20 PM;90;52;27%;N;20 mph ;0 mph ;29,6;0;0;Fair
06.Aug;12:50 PM;90;52;27%;NNE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;1:20 PM;90;50;26%;NNE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;1:50 PM;91;48;23%;NNE;21 mph ;33 mph ;29,6;0;0;Fair / Windy
06.Aug;2:20 PM;90;46;22%;NNE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;2:50 PM;91;48;23%;NE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;3:20 PM;91;48;23%;NE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;3:50 PM;91;48;23%;ENE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;4:20 PM;91;48;23%;ENE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;4:50 PM;91;48;23%;NE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;5:20 PM;91;48;23%;ENE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
06.Aug;5:50 PM;90;50;26%;NNE;17 mph ;0 mph ;29,6;0;0;Fair
06.Aug;6:20 PM;88;48;25%;NNE;17 mph ;0 mph ;29,6;0;0;Fair
06.Aug;6:50 PM;88;50;27%;NNE;17 mph ;0 mph ;29,6;0;0;Fair
06.Aug;7:20 PM;86;50;29%;NNE;14 mph ;0 mph ;29,6;0;0;Fair
06.Aug;7:50 PM;86;50;29%;NNE;14 mph ;0 mph ;29,6;0;0;Fair
06.Aug;8:20 PM;84;48;28%;NNE;9 mph ;0 mph ;29,6;0;0;Fair
06.Aug;8:50 PM;84;45;25%;NNE;12 mph ;0 mph ;29,6;0;0;Fair
06.Aug;9:20 PM;84;46;27%;N;8 mph ;0 mph ;29,6;0;0;Fair
06.Aug;9:50 PM;81;46;30%;N;7 mph ;0 mph ;29,6;0;0;Fair
06.Aug;10:20 PM;82;46;28%;NNE;7 mph ;0 mph ;29,6;0;0;Fair
06.Aug;10:50 PM;79;45;30%;N;8 mph ;0 mph ;29,6;0;0;Fair
06.Aug;11:20 PM;77;45;32%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
06.Aug;11:50 PM;77;45;32%;NW;8 mph ;0 mph ;29,6;0;0;Fair
07.Aug;12:20 AM;79;46;32%;NNW;7 mph ;0 mph ;29,6;0;0;Fair
07.Aug;12:50 AM;77;46;34%;NNW;7 mph ;0 mph ;29,6;0;0;Fair
07.Aug;1:20 AM;79;46;32%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
07.Aug;1:50 AM;79;48;34%;NW;3 mph ;0 mph ;29,6;0;0;Fair
07.Aug;2:20 AM;79;48;34%;VAR;3 mph ;0 mph ;29,6;0;0;Fair
07.Aug;2:50 AM;79;48;34%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
07.Aug;3:20 AM;79;48;34%;NW;6 mph ;0 mph ;29,6;0;0;Fair
07.Aug;3:50 AM;77;50;39%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
07.Aug;4:20 AM;77;50;39%;N;7 mph ;0 mph ;29,6;0;0;Fair
07.Aug;4:50 AM;77;50;39%;N;7 mph ;0 mph ;29,6;0;0;Fair
07.Aug;5:20 AM;75;52;44%;NNW;5 mph ;0 mph ;29,6;0;0;Fair
07.Aug;5:50 AM;75;52;44%;NNW;5 mph ;0 mph ;29,6;0;0;Fair
07.Aug;6:20 AM;73;52;47%;WNW;3 mph ;0 mph ;29,6;0;0;Fair
07.Aug;6:50 AM;77;52;41%;VAR;3 mph ;0 mph ;29,6;0;0;Fair
07.Aug;7:20 AM;77;52;41%;NW;7 mph ;0 mph ;29,6;0;0;Fair
07.Aug;7:50 AM;81;52;37%;N;5 mph ;0 mph ;29,6;0;0;Fair
07.Aug;8:20 AM;82;54;37%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
07.Aug;8:50 AM;84;54;35%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
07.Aug;9:20 AM;86;54;33%;N;9 mph ;0 mph ;29,6;0;0;Fair
07.Aug;9:50 AM;86;54;33%;N;12 mph ;0 mph ;29,6;0;0;Fair
07.Aug;10:20 AM;86;55;35%;N;10 mph ;0 mph ;29,6;0;0;Fair
07.Aug;10:50 AM;88;54;31%;N;10 mph ;0 mph ;29,6;0;0;Fair
07.Aug;11:20 AM;90;57;33%;NNW;12 mph ;0 mph ;29,6;0;0;Fair
07.Aug;11:50 AM;90;55;31%;N;14 mph ;26 mph ;29,6;0;0;Partly Cloudy
07.Aug;12:20 PM;91;55;29%;NNE;20 mph ;0 mph ;29,6;0;0;Partly Cloudy
07.Aug;12:50 PM;90;54;29%;N;18 mph ;0 mph ;29,6;0;0;Partly Cloudy
07.Aug;1:20 PM;91;52;26%;NNE;18 mph ;0 mph ;29,6;0;0;Partly Cloudy
07.Aug;1:50 PM;91;57;31%;NNE;20 mph ;0 mph ;29,6;0;0;Partly Cloudy
07.Aug;2:20 PM;91;55;29%;NNE;21 mph ;33 mph ;29,6;0;0;Partly Cloudy / Windy
07.Aug;2:50 PM;93;52;24%;NE;21 mph ;0 mph ;29,6;0;0;Partly Cloudy / Windy
07.Aug;3:20 PM;91;50;24%;NE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
07.Aug;3:50 PM;93;50;23%;NE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
07.Aug;4:20 PM;91;52;26%;NE;22 mph ;0 mph ;29,6;0;0;Fair / Windy
07.Aug;4:50 PM;91;50;24%;NE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
07.Aug;5:20 PM;91;52;26%;NE;18 mph ;0 mph ;29,6;0;0;Fair
07.Aug;5:50 PM;90;50;26%;NNE;17 mph ;0 mph ;29,6;0;0;Fair
07.Aug;6:20 PM;90;50;26%;NNE;20 mph ;0 mph ;29,6;0;0;Fair
07.Aug;6:50 PM;88;52;29%;NNE;17 mph ;0 mph ;29,6;0;0;Fair
07.Aug;7:20 PM;88;50;27%;NNE;15 mph ;0 mph ;29,6;0;0;Fair
07.Aug;7:50 PM;86;50;29%;NNE;12 mph ;0 mph ;29,6;0;0;Fair
07.Aug;8:20 PM;86;48;27%;NNE;10 mph ;0 mph ;29,6;0;0;Fair
07.Aug;8:50 PM;84;48;28%;N;8 mph ;0 mph ;29,6;0;0;Fair
07.Aug;9:20 PM;84;48;28%;N;6 mph ;0 mph ;29,6;0;0;Fair
07.Aug;9:50 PM;82;50;32%;NNW;5 mph ;0 mph ;29,6;0;0;Fair
07.Aug;10:20 PM;82;48;30%;NNW;5 mph ;0 mph ;29,6;0;0;Fair
07.Aug;10:50 PM;79;48;34%;N;6 mph ;0 mph ;29,6;0;0;Fair
07.Aug;11:20 PM;75;48;38%;N;6 mph ;0 mph ;29,6;0;0;Fair
07.Aug;11:50 PM;77;46;34%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
08.Aug;12:20 AM;75;48;38%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
08.Aug;12:50 AM;79;48;34%;NNW;6 mph ;0 mph ;29,6;0;0;Fair
08.Aug;1:20 AM;77;48;36%;VAR;3 mph ;0 mph ;29,6;0;0;Fair
08.Aug;1:50 AM;75;50;41%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
08.Aug;2:20 AM;75;50;41%;VAR;3 mph ;0 mph ;29,6;0;0;Fair
08.Aug;2:50 AM;75;50;41%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
08.Aug;3:20 AM;72;52;50%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
08.Aug;3:50 AM;75;50;41%;N;7 mph ;0 mph ;29,6;0;0;Fair
08.Aug;4:20 AM;77;50;39%;N;6 mph ;0 mph ;29,6;0;0;Fair
08.Aug;4:50 AM;75;52;44%;N;5 mph ;0 mph ;29,6;0;0;Fair
08.Aug;5:20 AM;79;52;39%;NNW;3 mph ;0 mph ;29,6;0;0;Fair
08.Aug;5:50 AM;75;52;44%;N;5 mph ;0 mph ;29,6;0;0;Fair
08.Aug;6:20 AM;75;54;47%;N;5 mph ;0 mph ;29,6;0;0;Fair
08.Aug;6:50 AM;79;55;44%;NNW;7 mph ;0 mph ;29,6;0;0;Fair
08.Aug;7:20 AM;81;55;42%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
08.Aug;7:50 AM;81;55;42%;N;6 mph ;0 mph ;29,6;0;0;Fair
08.Aug;8:20 AM;82;57;42%;N;12 mph ;0 mph ;29,6;0;0;Fair
08.Aug;8:50 AM;84;57;40%;N;14 mph ;0 mph ;29,6;0;0;Fair
08.Aug;9:20 AM;84;55;37%;N;13 mph ;0 mph ;29,6;0;0;Fair
08.Aug;9:50 AM;86;55;35%;N;12 mph ;0 mph ;29,6;0;0;Fair
08.Aug;10:20 AM;88;54;31%;N;13 mph ;0 mph ;29,6;0;0;Fair
08.Aug;10:50 AM;90;52;27%;N;21 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;11:20 AM;90;52;27%;NNE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;11:50 AM;90;54;29%;N;23 mph ;36 mph ;29,6;0;0;Fair / Windy
08.Aug;12:20 PM;90;54;29%;N;21 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;12:50 PM;90;54;29%;N;22 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;1:20 PM;90;55;31%;NNE;21 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;1:50 PM;91;55;29%;NNE;23 mph ;35 mph ;29,6;0;0;Fair / Windy
08.Aug;2:20 PM;91;57;31%;N;20 mph ;0 mph ;29,6;0;0;Fair
08.Aug;2:50 PM;91;57;31%;NNE;23 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;3:20 PM;91;57;31%;N;24 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;3:50 PM;91;55;29%;NE;25 mph ;0 mph ;29,6;0;0;Fair / Windy
08.Aug;4:20 PM;91;55;29%;NNE;20 mph ;0 mph ;29,6;0;0;Fair
08.Aug;4:50 PM;91;52;26%;NE;24 mph ;0 mph ;29,6;0;0;Fair / Windy
